






"Handl(Goods ID)","Product Name","Item No.","Price","Barcode(Ignore)","Category","Weight","SaleProp Type","Seo Title","Seo Keywords","Seo Descript","Detail(HTML)","Brand","Tags","Property Option(Ignore)","Status","Main Image(Http)","Other Image","Mini Detail","Group Codeno","Buy Counts","Diy Remark","Create Time","Field 1(Ignore)","Field 2(Ignore)","Field 3(Ignore)","Field 4(Ignore)","Field 5(Ignore)","Sku Code","Sku Barcode(Ignore)","Sku Price","Sku Weight","Sku Qty","Sku Option1","Sku Option1 Value","Sku Option2","Sku Option2 Value","Sku Option3","Sku Option3 Value","Sku Option4","Sku Option4 Value","Sku Option5","Sku Option5 Value","Is Bookable"
"273818","","","","","","","","","","","","","","","","","","","","","","","","","","","","LC31520-3-2X","","6.21","0.117","0","","Red","","(US 18-20)2X","","","","","","","0"
"273818","","","","","","","","","","","","","","","","","","","","","","","","","","","","LC31520-3-3X","","6.21","0.125","25","","Red","","(US 22-24)3X","","","","","","","0"
"273818","","","","","","","","","","","","","","","","","","","","","","","","","","","","LC31520-3-4X","","6.21","0.134","9","","Red","","(US 26-28)4X","","","","","","","0"
"273818","","","","","","","","","","","","","","","","","","","","","","","","","","","","LC31520-3-5X","","6.21","0.142","22","","Red","","(US 30-32)5X","","","","","","","0"
"273812","Black Floral Lace Satin Plus Size Babydoll","LC31520-2","6.21","","Plus Size Clothing,Plus Size Lingerie","0.141","1","","","","<p>
	<span style=""font-family:Arial;""><br />
</span> 
</p>
<p>
	<span style=""font-family:Arial;"">•Floral Lace Satin Plus Size Babydoll with thong</span> 
</p>
<p>
	<span style=""font-family:Arial;"">•Very soft sleek fabric, lace and satin construction</span> 
</p>
<p>
	<span style=""font-family:Arial;"">•Adjustable spaghetti straps, lacy v neck</span> 
</p>
<p>
	<span style=""font-family:Arial;"">•Delicate bowknot appliqué front center</span> 
</p>
<p>
	<span style=""font-family:Arial;"">•Floral lace insert, open back</span> 
</p>
<p>
	<span style=""font-family:Arial;"">•<a href=""/Plus-Size-Lingerie-c9.html"" target=""_blank""><strong>Womens plus size</strong><strong></strong><strong> lingerie</strong></a> for sexy lifestyle</span> 
</p>
<br />
<p>
	<strong><span style=""font-family:Arial;"">Size Chart (CM)</span></strong><o:p></o:p>
</p>
<table border=""1"" cellspacing=""0"" cellpadding=""0"">
	<tbody>
		<tr>
			<td rowspan=""2"">
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">Sizes</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">Length</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">Under_Bust_Girth</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">Hem_Width</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">Trousers_Waist</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">Outseam</span> <o:p></o:p>
				</p>
			</td>
		</tr>
		<tr>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">Relax</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">Relax</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">Relax</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">Relax</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">Relax</span> <o:p></o:p>
				</p>
			</td>
		</tr>
		<tr>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">1X</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">66</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">88</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">143.5</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">80</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">22</span> <o:p></o:p>
				</p>
			</td>
		</tr>
		<tr>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">2X</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">68</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">95</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">150.5</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">87</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">23</span> <o:p></o:p>
				</p>
			</td>
		</tr>
		<tr>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">3X</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">70</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">102</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">157.5</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">94</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">24</span> <o:p></o:p>
				</p>
			</td>
		</tr>
		<tr>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">4X</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">72</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">109</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">164.5</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">101</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">25</span> <o:p></o:p>
				</p>
			</td>
		</tr>
		<tr>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">5X</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">74</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">116</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">171.5</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">108</span> <o:p></o:p>
				</p>
			</td>
			<td>
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">26</span> <o:p></o:p>
				</p>
			</td>
		</tr>
		<tr>
			<td colspan=""2"">
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">Elasticity</span> <o:p></o:p>
				</p>
			</td>
			<td colspan=""4"">
				<p style=""text-align:center;"">
					<span style=""font-family:Arial;"">Medium</span> <o:p></o:p>
				</p>
			</td>
		</tr>
	</tbody>
</table>
<p>
	<span style=""font-size:12px;""> <span style=""font-family:Arial;"">&nbsp;<br />
</span> </span> <strong><span style=""font-family:Arial;color:#202020;"">Note:</span></strong> 
</p>
<p>
	<o:p></o:p>
</p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:Arial;"">1.There maybe 1</span></span><st1:chmetcnv unitname=""cm"" sourcevalue=""2"" hasspace=""True"" negative=""True"" numbertype=""1"" tcsc=""0"" w:st=""on""><span style=""font-size:12px;""><span style=""font-family:Arial;"">-2 cm</span></span></st1:chmetcnv><span style=""font-size:12px;""><span style=""font-family:Arial;""> deviation in different sizes, locations and stretch of fabrics. Size chart is for reference only, there may be a little difference with what you get.</span></span><o:p></o:p>
</p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:Arial;"">2.There are 3 kinds of elasticity: High Elasticity (two-sided stretched), Medium Elasticity (one-sided stretched) and Nonelastic (can not stretched ).</span></span><o:p></o:p>
</p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:Arial;"">3.Color may be lighter or darker due to the different PC display.</span></span><o:p></o:p>
</p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:Arial;"">4.Wash it by hand in 30-degree water, hang to dry in shade, prohibit bleaching.</span></span><o:p></o:p>
</p>
<p>
	<span style=""font-size:12px;""><span style=""font-family:Arial;"">5.There maybe a slightly difference on detail and pattern of this dress.</span></span><span lang=""EN-US"" style=""font-size:10.0pt;font-family:Arial;color:red;""><o:p></o:p></span>
</p>","","","","1","http://cdn2.shopxsy.com/24456/2020/06/22/5/e/5e140bf39698a52f.jpg","http://cdn2.shopxsy.com/24456/2020/06/22/2/8/28262e6e42bda38d.jpg,http://cdn2.shopxsy.com/24456/2020/06/22/b/3/b3812692e7c3566b.jpg,http://cdn2.shopxsy.com/24456/2020/06/22/0/b/0b8a79821b2ce0b8.jpg,http://cdn2.shopxsy.com/24456/2020/06/22/e/0/e0f29632fa2cabf7.jpg","","LC31520","3","0","2020-06-03 21:39:36","","","","","","LC31520-2-1X","","6.21","0.11","13","Color","Black","Size","(US 14-16)1X","","","","","","","0"
"273812","","","","","","","","","","","","","","","","","","","","","","","","","","","","LC31520-2-2X","","6.21","0.119","27","","Black","","(US 18-20)2X","","","","","","","0"
"273812","","","","","","","","","","","","","","","","","","","","","","","","","","","","LC31520-2-3X","","6.21","0.124","30","","Black","","(US 22-24)3X","","","","","","","0"
"273812","","","","","","","","","","","","","","","","","","","","","","","","","","","","LC31520-2-4X","","6.21","0.136","48","","Black","","(US 26-28)4X","","","","","","","0"
"273812","","","","","","","","","","","","","","","","","","","","","","","","","","","","LC31520-2-5X","","6.21","0.141","48","","Black","","(US 30-32)5X","","","","","","","0"
"273758","Red Lace Satin Plus Size Pajamas Set","LC45008-3","6.555","","Plus Size Clothing,Plus Size Lingerie","0.16","1","","","","<p>
	<br />
</p>
<p>
	<p style=""white-space:normal;"">
		<span style=""font-family:Arial;"">•Delicate lace inserts spice up</span>
	</p>
	<p style=""white-space:normal;"">
		<span style=""font-family:Arial;"">•Soft luxury fabric crafted</span>
	</p>
	<p style=""white-space:normal;"">
		<span style=""font-family:Arial;"">•Slip style with adjustable spaghetti straps</span>
	</p>
	<p style=""white-space:normal;"">
		<span style=""font-family:Arial;"">•Sexy pajamas tank and shorts included</span>
	</p>
	<p style=""white-space:normal;"">
		<span style=""font-family:Arial;"">•Womens plus size pajamas sets&nbsp;are must-haves</span>
	</p>
	<p style=""white-space:normal;"">
		<span style=""font-family:Arial;"">•New released loungewear, pajamas and masks are hot selling</span>
	</p>
<br style=""white-space:normal;"" />
	<p style=""white-space:normal;"">
		<strong><span style=""font-family:Arial;"">Size Chart (CM)</span></strong><o:p></o:p>
	</p>
	<table border=""1"" cellspacing=""0"" cellpadding=""0"">
		<tbody>
			<tr>
				<td rowspan=""2"">
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">Sizes</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">Bust</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">Waist</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">Hip</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">Length</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">Trousers_Waist</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">Outseam</span><o:p></o:p>
					</p>
				</td>
			</tr>
			<tr>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">Relax</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">Relax</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">Relax</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">Relax</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">Relax</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">Relax</span><o:p></o:p>
					</p>
				</td>
			</tr>
			<tr>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">1X</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">99</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">107</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">117.5</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">47</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">79</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">30</span><o:p></o:p>
					</p>
				</td>
			</tr>
			<tr>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">2X</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">106</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">114</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">124.5</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">48.5</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">85</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">31</span><o:p></o:p>
					</p>
				</td>
			</tr>
			<tr>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">3X</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">113</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">121</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">131.5</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">50</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">91</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">32</span><o:p></o:p>
					</p>
				</td>
			</tr>
			<tr>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">4X</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">120</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">128</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">138.5</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">51.5</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">97</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">33</span><o:p></o:p>
					</p>
				</td>
			</tr>
			<tr>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">5X</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">127</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">135</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">145.5</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">53</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">103</span><o:p></o:p>
					</p>
				</td>
				<td>
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">34</span><o:p></o:p>
					</p>
				</td>
			</tr>
			<tr>
				<td colspan=""2"">
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">Elasticity</span><o:p></o:p>
					</p>
				</td>
				<td colspan=""5"">
					<p style=""text-align:center;"">
						<span style=""font-family:Arial;"">Medium</span><o:p></o:p>
					</p>
				</td>
			</tr>
		</tbody>
	</table>
	<p style=""white-space:normal;"">
		<span style=""font-family:Arial;"">&nbsp;<br />
</span><strong><span style=""font-family:Arial;color:#202020;"">Note:</span></strong>
	</p>
	<p style=""white-space:normal;"">
		<o:p></o:p>
	</p>
	<p style=""white-space:normal;"">
		<span style=""font-family:Arial;"">1.There maybe 1</span><st1:chmetcnv unitname=""cm"" sourcevalue=""2"" hasspace=""True"" negative=""True"" numbertype=""1"" tcsc=""0"" w:st=""on""><span style=""font-family:Arial;"">-2 cm</span></st1:chmetcnv><span style=""font-family:Arial;"">&nbsp;deviation in different sizes, locations and stretch of fabrics. Size chart is for reference only, there may be a little difference with what you get.</span><o:p></o:p>
	</p>
	<p style=""white-space:normal;"">
		<span style=""font-family:Arial;"">2.There are 3 kinds of elasticity: High Elasticity (two-sided stretched), Medium Elasticity (one-sided stretched) and Nonelastic (can not stretched ).</span><o:p></o:p>
	</p>
	<p style=""white-space:normal;"">
		<span style=""font-family:Arial;"">3.Color may be lighter or darker due to the different PC display.</span><o:p></o:p>
	</p>
	<p style=""white-space:normal;"">
		<span style=""font-family:Arial;"">4.Wash it by hand in 30-degree water, hang to dry in shade, prohibit bleaching.</span><o:p></o:p>
	</p>
	<p style=""white-space:normal;"">
		<span style=""font-family:Arial;"">5.There maybe a slightly difference on detail and pattern of this dress.</span>
	</p>
</p>","","","","1","http://cdn2.shopxsy.com/24456/2020/06/22/8/0/80761c702fc7856b.jpg","http://cdn2.shopxsy.com/24456/2020/06/22/9/4/949fa2c3e6db8c76.jpg,http://cdn2.shopxsy.com/24456/2020/06/22/2/7/27a1bb24cacb34b9.jpg,http://cdn2.shopxsy.com/24456/2020/06/22/8/4/8474fa8d644b439f.jpg,http://cdn2.shopxsy.com/24456/2020/06/22/5/c/5cdfd819824ee436.jpg","","LC45008","1","0","2020-06-02 02:14:14","","","","","","LC45008-3-1X","","6.555","0.124","0","Color","Red","Size","(US 14-16)1X","","","","","","","0"
"273758","","","","","","","","","","","","","","","","","","","","","","","","","","","","LC45008-3-2X","","6.555","0.132","0","","Red","","(US 18-20)2X","","","","","","","0"
"273758","","","","","","","","","","","","","","","","","","","","","","","","","","","","LC45008-3-3X","","6.555","0.14","0","","Red","","(US 22-24)3X","","","","","","","0"
"273758","","","","","","","","","","","","","","","","","","","","","","","","","","","","LC45008-3-4X","","6.555","0.151","10","","Red","","(US 26-28)4X","","","","","","","0"
"273758","","","","","","","","","","","","","","","","","","","","","","","","","","","","LC45008-3-5X","","6.555","0.16","7","","Red","","(US 30-32)5X","","","","","","","0"
